"scen","country","iso3n","period","cob","sex","agegr","edu3","edu_names3","pop","imm","emi"
"Medium","Austria",40,"2040-2044","NAT","Male","20-39","e4","Low",139130,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","20-39","e5","Middle",322663,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","20-39","e6","High",338813,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","40-64","e4","Low",100387,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","40-64","e5","Middle",480339,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","40-64","e6","High",447015,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","65+","e4","Low",65510,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","65+","e5","Middle",539599,0,0
"Medium","Austria",40,"2040-2044","NAT","Male","65+","e6","High",336261,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","0-19","e4","Low",12152,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","0-19","e5","Middle",4540,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","0-19","e6","High",63,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","20-39","e4","Low",30392,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","20-39","e5","Middle",48021,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","20-39","e6","High",52570,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","40-64","e4","Low",105290,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","40-64","e5","Middle",84225,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","40-64","e6","High",79487,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","65+","e4","Low",100492,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","65+","e5","Middle",46194,0,0
"Medium","Austria",40,"2040-2044","NEU","Female","65+","e6","High",29798,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","0-19","e4","Low",12422,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","0-19","e5","Middle",4212,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","0-19","e6","High",53,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","20-39","e4","Low",45428,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","20-39","e5","Middle",42727,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","20-39","e6","High",43126,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","40-64","e4","Low",115301,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","40-64","e5","Middle",91598,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","40-64","e6","High",72570,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","65+","e4","Low",64500,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","65+","e5","Middle",54840,0,0
"Medium","Austria",40,"2040-2044","NEU","Male","65+","e6","High",27159,0,0
"Medium","Belgium",56,"2020-2024","EU","Female","0-19","e4","Low",51275,2250,1013
"Medium","Belgium",56,"2020-2024","EU","Female","0-19","e5","Middle",3551,3096,1220
"Medium","Belgium",56,"2020-2024","EU","Female","0-19","e6","High",68,1455,670
"Medium","Belgium",56,"2020-2024","EU","Female","20-39","e4","Low",32857,528,192
"Medium","Belgium",56,"2020-2024","EU","Female","20-39","e5","Middle",36053,4183,2588
"Medium","Belgium",56,"2020-2024","EU","Female","20-39","e6","High",45253,12590,6447
"Medium","Belgium",56,"2020-2024","EU","Female","40-64","e4","Low",50281,957,616
"Medium","Belgium",56,"2020-2024","EU","Female","40-64","e5","Middle",31713,2669,2489
"Medium","Belgium",56,"2020-2024","EU","Female","40-64","e6","High",46058,5680,3903
"Medium","Belgium",56,"2020-2024","EU","Female","65+","e4","Low",60386,465,501
"Medium","Belgium",56,"2020-2024","EU","Female","65+","e5","Middle",14463,616,532
"Medium","Belgium",56,"2020-2024","EU","Female","65+","e6","High",11191,1022,948
"Medium","Belgium",56,"2020-2024","EU","Male","0-19","e4","Low",55018,2359,1080
"Medium","Belgium",56,"2020-2024","EU","Male","0-19","e5","Middle",2753,2725,1316
"Medium","Belgium",56,"2020-2024","EU","Male","0-19","e6","High",55,1322,723
"Medium","Belgium",56,"2020-2024","EU","Male","20-39","e4","Low",29113,835,249
"Medium","Belgium",56,"2020-2024","EU","Male","20-39","e5","Middle",32640,4326,2598
"Medium","Belgium",56,"2020-2024","EU","Male","20-39","e6","High",28241,11492,7191
"Medium","Belgium",56,"2020-2024","EU","Male","40-64","e4","Low",46445,1189,564
"Medium","Belgium",56,"2020-2024","EU","Male","40-64","e5","Middle",31870,2879,2140
"Medium","Belgium",56,"2020-2024","EU","Male","40-64","e6","High",36928,4125,3836
"Medium","Belgium",56,"2020-2024","EU","Male","65+","e4","Low",41218,357,375
"Medium","Belgium",56,"2020-2024","EU","Male","65+","e5","Middle",12926,545,391
"Medium","Belgium",56,"2020-2024","EU","Male","65+","e6","High",12134,857,746
"Medium","Belgium",56,"2020-2024","NAT","Female","0-19","e4","Low",1071636,553,247
"Medium","Belgium",56,"2020-2024","NAT","Female","0-19","e5","Middle",78547,871,340
"Medium","Belgium",56,"2020-2024","NAT","Female","0-19","e6","High",870,476,219
"Medium","Belgium",56,"2020-2024","NAT","Female","20-39","e4","Low",148847,211,81
"Medium","Belgium",56,"2020-2024","NAT","Female","20-39","e5","Middle",361551,1377,888
"Medium","Belgium",56,"2020-2024","NAT","Female","20-39","e6","High",627472,5176,2655
"Medium","Belgium",56,"2020-2024","NAT","Female","40-64","e4","Low",334245,551,357
"Medium","Belgium",56,"2020-2024","NAT","Female","40-64","e5","Middle",528017,1290,1201
"Medium","Belgium",56,"2020-2024","NAT","Female","40-64","e6","High",688733,4402,3032
"Medium","Belgium",56,"2020-2024","NAT","Female","65+","e4","Low",652668,228,243
"Medium","Belgium",56,"2020-2024","NAT","Female","65+","e5","Middle",233433,332,287
"Medium","Belgium",56,"2020-2024","NAT","Female","65+","e6","High",214186,774,713
"Medium","Belgium",56,"2020-2024","NAT","Male","0-19","e4","Low",1136005,593,270
"Medium","Belgium",56,"2020-2024","NAT","Male","0-19","e5","Middle",68628,813,389
"Medium","Belgium",56,"2020-2024","NAT","Male","0-19","e6","High",836,489,268
"Medium","Belgium",56,"2020-2024","NAT","Male","20-39","e4","Low",254650,311,94
"Medium","Belgium",56,"2020-2024","NAT","Male","20-39","e5","Middle",474001,1276,783
"Medium","Belgium",56,"2020-2024","NAT","Male","20-39","e6","High",472152,4596,2950
"Medium","Belgium",56,"2020-2024","NAT","Male","40-64","e4","Low",418359,672,320
"Medium","Belgium",56,"2020-2024","NAT","Male","40-64","e5","Middle",587079,1243,927
"Medium","Belgium",56,"2020-2024","NAT","Male","40-64","e6","High",561711,3050,2843
"Medium","Belgium",56,"2020-2024","NAT","Male","65+","e4","Low",437357,175,181
"Medium","Belgium",56,"2020-2024","NAT","Male","65+","e5","Middle",207115,233,167
"Medium","Belgium",56,"2020-2024","NAT","Male","65+","e6","High",219803,475,412
"Medium","Belgium",56,"2020-2024","NEU","Female","0-19","e4","Low",50184,16706,6753
"Medium","Belgium",56,"2020-2024","NEU","Female","0-19","e5","Middle",3259,7083,2748
"Medium","Belgium",56,"2020-2024","NEU","Female","0-19","e6","High",38,2621,1207
"Medium","Belgium",56,"2020-2024","NEU","Female","20-39","e4","Low",83365,8511,2901
"Medium","Belgium",56,"2020-2024","NEU","Female","20-39","e5","Middle",60787,9038,5283
"Medium","Belgium",56,"2020-2024","NEU","Female","20-39","e6","High",53723,13499,6906
"Medium","Belgium",56,"2020-2024","NEU","Female","40-64","e4","Low",121587,4227,2402
"Medium","Belgium",56,"2020-2024","NEU","Female","40-64","e5","Middle",42246,1614,1532
"Medium","Belgium",56,"2020-2024","NEU","Female","40-64","e6","High",61443,3073,2075
"Medium","Belgium",56,"2020-2024","NEU","Female","65+","e4","Low",28755,635,668
"Medium","Belgium",56,"2020-2024","NEU","Female","65+","e5","Middle",6929,194,167
"Medium","Belgium",56,"2020-2024","NEU","Female","65+","e6","High",10465,340,312
"Medium","Belgium",56,"2020-2024","NEU","Male","0-19","e4","Low",55285,16702,6986
"Medium","Belgium",56,"2020-2024","NEU","Male","0-19","e5","Middle",2534,6237,2967
"Medium","Belgium",56,"2020-2024","NEU","Male","0-19","e6","High",28,3046,1666
"Medium","Belgium",56,"2020-2024","NEU","Male","20-39","e4","Low",88800,9140,2677
"Medium","Belgium",56,"2020-2024","NEU","Male","20-39","e5","Middle",55122,8489,4967
"Medium","Belgium",56,"2020-2024","NEU","Male","20-39","e6","High",40089,15582,9660
"Medium","Belgium",56,"2020-2024","NEU","Male","40-64","e4","Low",122136,4816,2075
"Medium","Belgium",56,"2020-2024","NEU","Male","40-64","e5","Middle",53852,2070,1546
"Medium","Belgium",56,"2020-2024","NEU","Male","40-64","e6","High",64904,3103,2882
"Medium","Belgium",56,"2020-2024","NEU","Male","65+","e4","Low",25008,603,615
"Medium","Belgium",56,"2020-2024","NEU","Male","65+","e5","Middle",7316,204,145
"Medium","Belgium",56,"2020-2024","NEU","Male","65+","e6","High",13026,356,308
"Medium","Belgium",56,"2025-2029","EU","Female","0-19","e4","Low",35107,1201,516
"Medium","Belgium",56,"2025-2029","EU","Female","0-19","e5","Middle",4494,3021,1256
"Medium","Belgium",56,"2025-2029","EU","Female","0-19","e6","High",80,1362,638
"Medium","Belgium",56,"2025-2029","EU","Female","20-39","e4","Low",28899,325,103
"Medium","Belgium",56,"2025-2029","EU","Female","20-39","e5","Middle",32319,3333,1939
"Medium","Belgium",56,"2025-2029","EU","Female","20-39","e6","High",47585,11585,5978
"Medium","Belgium",56,"2025-2029","EU","Female","40-64","e4","Low",47293,710,391
"Medium","Belgium",56,"2025-2029","EU","Female","40-64","e5","Middle",33125,2395,2257
"Medium","Belgium",56,"2025-2029","EU","Female","40-64","e6","High",57776,6004,3854
"Medium","Belgium",56,"2025-2029","EU","Female","65+","e4","Low",56374,363,363
"Medium","Belgium",56,"2025-2029","EU","Female","65+","e5","Middle",18275,715,608
"Medium","Belgium",56,"2025-2029","EU","Female","65+","e6","High",15778,1191,994
"Medium","Belgium",56,"2025-2029","EU","Male","0-19","e4","Low",38190,1257,552
"Medium","Belgium",56,"2025-2029","EU","Male","0-19","e5","Middle",3522,2737,1345
"Medium","Belgium",56,"2025-2029","EU","Male","0-19","e6","High",64,1208,658
"Medium","Belgium",56,"2025-2029","EU","Male","20-39","e4","Low",26945,529,145
"Medium","Belgium",56,"2025-2029","EU","Male","20-39","e5","Middle",32037,3571,2001
"Medium","Belgium",56,"2025-2029","EU","Male","20-39","e6","High",30099,10452,6412
"Medium","Belgium",56,"2025-2029","EU","Male","40-64","e4","Low",42652,960,367
"Medium","Belgium",56,"2025-2029","EU","Male","40-64","e5","Middle",34852,2632,1910
"Medium","Belgium",56,"2025-2029","EU","Male","40-64","e6","High",41690,4114,3726
"Medium","Belgium",56,"2025-2029","EU","Male","65+","e4","Low",40540,285,258
"Medium","Belgium",56,"2025-2029","EU","Male","65+","e5","Middle",16141,630,455
"Medium","Belgium",56,"2025-2029","EU","Male","65+","e6","High",16190,908,824
"Medium","Belgium",56,"2025-2029","NAT","Female","0-19","e4","Low",853010,323,143
"Medium","Belgium",56,"2025-2029","NAT","Female","0-19","e5","Middle",154453,848,332
"Medium","Belgium",56,"2025-2029","NAT","Female","0-19","e6","High",142209,480,230
"Medium","Belgium",56,"2025-2029","NAT","Female","20-39","e4","Low",156401,143,48
"Medium","Belgium",56,"2025-2029","NAT","Female","20-39","e5","Middle",325542,1207,733
"Medium","Belgium",56,"2025-2029","NAT","Female","20-39","e6","High",653516,4726,2448
"Medium","Belgium",56,"2025-2029","NAT","Female","40-64","e4","Low",245861,406,228
"Medium","Belgium",56,"2025-2029","NAT","Female","40-64","e5","Middle",494758,1151,1086
"Medium","Belgium",56,"2025-2029","NAT","Female","40-64","e6","High",762480,4554,2955
"Medium","Belgium",56,"2025-2029","NAT","Female","65+","e4","Low",585820,230,230
"Medium","Belgium",56,"2025-2029","NAT","Female","65+","e5","Middle",300285,396,338
"Medium","Belgium",56,"2025-2029","NAT","Female","65+","e6","High",290711,1028,860
"Medium","Belgium",56,"2025-2029","NAT","Male","0-19","e4","Low",908026,337,153
"Medium","Belgium",56,"2025-2029","NAT","Male","0-19","e5","Middle",146773,772,365
"Medium","Belgium",56,"2025-2029","NAT","Male","0-19","e6","High",148886,500,276
"Medium","Belgium",56,"2025-2029","NAT","Male","20-39","e4","Low",268656,209,58
"Medium","Belgium",56,"2025-2029","NAT","Male","20-39","e5","Middle",439777,1206,677
"Medium","Belgium",56,"2025-2029","NAT","Male","20-39","e6","High",484510,4407,2731
"Medium","Belgium",56,"2025-2029","NAT","Male","40-64","e4","Low",350234,557,217
"Medium","Belgium",56,"2025-2029","NAT","Male","40-64","e5","Middle",582409,1171,853
"Medium","Belgium",56,"2025-2029","NAT","Male","40-64","e6","High",598478,3146,2861
"Medium","Belgium",56,"2025-2029","NAT","Male","65+","e4","Low",416122,183,166
"Medium","Belgium",56,"2025-2029","NAT","Male","65+","e5","Middle",262621,280,202
"Medium","Belgium",56,"2025-2029","NAT","Male","65+","e6","High",283729,605,549
"Medium","Belgium",56,"2025-2029","NEU","Female","0-19","e4","Low",38920,15660,5518
"Medium","Belgium",56,"2025-2029","NEU","Female","0-19","e5","Middle",4418,9298,3797
"Medium","Belgium",56,"2025-2029","NEU","Female","0-19","e6","High",35,3262,1527
"Medium","Belgium",56,"2025-2029","NEU","Female","20-39","e4","Low",68548,7956,2329
"Medium","Belgium",56,"2025-2029","NEU","Female","20-39","e5","Middle",53828,10244,5648
"Medium","Belgium",56,"2025-2029","NEU","Female","20-39","e6","High",49509,16518,8501
"Medium","Belgium",56,"2025-2029","NEU","Female","40-64","e4","Low",135979,4680,2332
"Medium","Belgium",56,"2025-2029","NEU","Female","40-64","e5","Middle",52405,2192,2051
"Medium","Belgium",56,"2025-2029","NEU","Female","40-64","e6","High",74053,4420,2759
"Medium","Belgium",56,"2025-2029","NEU","Female","65+","e4","Low",40253,808,802
"Medium","Belgium",56,"2025-2029","NEU","Female","65+","e5","Middle",11180,300,254
"Medium","Belgium",56,"2025-2029","NEU","Female","65+","e6","High",18023,515,428
"Medium","Belgium",56,"2025-2029","NEU","Male","0-19","e4","Low",41393,15574,5706
"Medium","Belgium",56,"2025-2029","NEU","Male","0-19","e5","Middle",3190,8372,4048
"Medium","Belgium",56,"2025-2029","NEU","Male","0-19","e6","High",23,3722,2026
"Medium","Belgium",56,"2025-2029","NEU","Male","20-39","e4","Low",79879,8601,2299
"Medium","Belgium",56,"2025-2029","NEU","Male","20-39","e5","Middle",47897,9602,5260
"Medium","Belgium",56,"2025-2029","NEU","Male","20-39","e6","High",38603,18696,11344
"Medium","Belgium",56,"2025-2029","NEU","Male","40-64","e4","Low",134057,5399,1889
"Medium","Belgium",56,"2025-2029","NEU","Male","40-64","e5","Middle",62832,2716,1935
"Medium","Belgium",56,"2025-2029","NEU","Male","40-64","e6","High",71194,4169,3722
"Medium","Belgium",56,"2025-2029","NEU","Male","65+","e4","Low",34404,754,675
"Medium","Belgium",56,"2025-2029","NEU","Male","65+","e5","Middle",11949,318,229
"Medium","Belgium",56,"2025-2029","NEU","Male","65+","e6","High",21217,516,468
"Medium","Belgium",56,"2030-2034","EU","Female","0-19","e4","Low",17730,852,337
"Medium","Belgium",56,"2030-2034","EU","Female","0-19","e5","Middle",3482,2818,1176
"Medium","Belgium",56,"2030-2034","EU","Female","0-19","e6","High",60,1187,532
"Medium","Belgium",56,"2030-2034","EU","Female","20-39","e4","Low",25828,207,55
"Medium","Belgium",56,"2030-2034","EU","Female","20-39","e5","Middle",29631,2668,1464
"Medium","Belgium",56,"2030-2034","EU","Female","20-39","e6","High",46515,10690,5603
"Medium","Belgium",56,"2030-2034","EU","Female","40-64","e4","Low",46022,509,237
"Medium","Belgium",56,"2030-2034","EU","Female","40-64","e5","Middle",34742,2113,1951
"Medium","Belgium",56,"2030-2034","EU","Female","40-64","e6","High",68933,6342,3815
"Medium","Belgium",56,"2030-2034","EU","Female","65+","e4","Low",52905,289,274
"Medium","Belgium",56,"2030-2034","EU","Female","65+","e5","Middle",22852,765,680
"Medium","Belgium",56,"2030-2034","EU","Female","65+","e6","High",22271,1351,1104
"Medium","Belgium",56,"2030-2034","EU","Male","0-19","e4","Low",19511,884,360
"Medium","Belgium",56,"2030-2034","EU","Male","0-19","e5","Middle",2749,2606,1257
"Medium","Belgium",56,"2030-2034","EU","Male","0-19","e6","High",47,1044,538
"Medium","Belgium",56,"2030-2034","EU","Male","20-39","e4","Low",26617,346,85
"Medium","Belgium",56,"2030-2034","EU","Male","20-39","e5","Middle",32602,2951,1560
"Medium","Belgium",56,"2030-2034","EU","Male","20-39","e6","High",30220,9410,5731
"Medium","Belgium",56,"2030-2034","EU","Male","40-64","e4","Low",40460,740,234
"Medium","Belgium",56,"2030-2034","EU","Male","40-64","e5","Middle",37005,2380,1628
"Medium","Belgium",56,"2030-2034","EU","Male","40-64","e6","High",46028,4219,3628
"Medium","Belgium",56,"2030-2034","EU","Male","65+","e4","Low",38915,252,196
"Medium","Belgium",56,"2030-2034","EU","Male","65+","e5","Middle",19778,668,508
"Medium","Belgium",56,"2030-2034","EU","Male","65+","e6","High",20820,937,922
"Medium","Belgium",56,"2030-2034","NAT","Female","0-19","e4","Low",617973,129,46
"Medium","Belgium",56,"2030-2034","NAT","Female","0-19","e5","Middle",220647,728,287
"Medium","Belgium",56,"2030-2034","NAT","Female","0-19","e6","High",294029,504,242
"Medium","Belgium",56,"2030-2034","NAT","Female","20-39","e4","Low",158633,99,28
"Medium","Belgium",56,"2030-2034","NAT","Female","20-39","e5","Middle",305137,1025,582
"Medium","Belgium",56,"2030-2034","NAT","Female","20-39","e6","High",682686,4512,2376
"Medium","Belgium",56,"2030-2034","NAT","Female","40-64","e4","Low",186554,286,135
"Medium","Belgium",56,"2030-2034","NAT","Female","40-64","e5","Middle",441177,1032,956
"Medium","Belgium",56,"2030-2034","NAT","Female","40-64","e6","High",815665,4430,2722
"Medium","Belgium",56,"2030-2034","NAT","Female","65+","e4","Low",520174,197,187
"Medium","Belgium",56,"2030-2034","NAT","Female","65+","e5","Middle",376489,424,377
"Medium","Belgium",56,"2030-2034","NAT","Female","65+","e6","High",389594,1184,970
"Medium","Belgium",56,"2030-2034","NAT","Male","0-19","e4","Low",662532,134,49
"Medium","Belgium",56,"2030-2034","NAT","Male","0-19","e5","Middle",215322,644,302
"Medium","Belgium",56,"2030-2034","NAT","Male","0-19","e6","High",308263,497,269
"Medium","Belgium",56,"2030-2034","NAT","Male","20-39","e4","Low",278374,154,38
